text,diagnosis
ges,patient
um  uh  uh  very  um  very ,patient
I know  know  know taps,patient
oh ,patient
good ,patient
yes ges,patient
and  and I  um ,patient
head,patient
ges,patient
yes head,patient
March  April ,patient
no head,patient
March  April ,patient
sighs April two thousand  f  n s ,patient
head,patient
um  ayayayayay ,patient
 March two thousand five ,patient
oh  sighs head,patient
I know  night hand,patient
yeah  I know shrugs ,patient
and um um um um ,patient
damn head,patient
um  ges,patient
ges,patient
and um ,patient
 oh  wow looks,patient
 I don't know shrugs ,patient
 I don't know shrugs ,patient
 what ,patient
 what ges,patient
and um  æmbəlæntsu ,patient
 wha ges,patient
 what ,patient
 what ,patient
 I know shrugs ,patient
 I don't know shrugs ,patient
 okay  head,patient
and um okay  um  um sighs xxx ,patient
yeah  ,patient
yes ,patient
uh woman yes hand,patient
 okay ges,patient
 what shrugs ,patient
 ges,patient
 wow  wow ,patient
okay ges,patient
 sighs wow ,patient
yes ,patient
ges,patient
um speech hand,patient
ges,patient
laughs I don't know ,patient
um  uh w yes hold,patient
yes  um  and uh touches,patient
yeah laughs ,patient
yeah yeah  ,patient
yeah ,patient
um  FirstnameW and FirstnameN  yes ,patient
um head,patient
um FirstnameN  um  um head,patient
oh_god ,patient
uh n FirstnameW yes head,patient
yes ,patient
okay laughs ,patient
um  and um  um  ges,patient
um ges,patient
uh head,patient
alright ,patient
points exwife yes ,patient
yes ,patient
um um  oh  um FirstnameS head,patient
no  no  no  no  no  no  no  no hand,patient
exwife Seta and um  um ,patient
oh I don't know ,patient
I a  taps,patient
laughs I don't know hand,patient
um okay  I  I uh yes hand,patient
okay ,patient
yes ,patient
laughs  ,patient
mhm mhm   mhm ,patient
um uh boy is ges,patient
and points,patient
um  ges,patient
points,patient
 what ges,patient
 oh  wow ,patient
points,patient
ah no ,patient
um  oh  sighs damn ,patient
laughs I don't know ,patient
points,patient
yeah  I  uh yeah ,patient
points,patient
  points,patient
 I know ges,patient
 what ges,patient
 oh  I know ges,patient
 ges,patient
 and what ges,patient
 I know ,patient
yes ,patient
okay INV,patient
mhm ,patient
head,patient
mhm ,patient
points,patient
eh m,patient
 uh oh_god points,patient
points,patient
 points,patient
 oh  hand,patient
 no ne yes yes ges,patient
 hand,patient
 points,patient
 points,patient
 no hand,patient
uh man ,patient
no ,patient
uh  sighs  man ,patient
I know points,patient
I know I know ,patient
um  man n m ,patient
I know hand,patient
I know ges,patient
 uh boy points,patient
 no  no  no hand,patient
 bye ges,patient
okay ges,patient
uh and uh woman ,patient
 I know shrugs ,patient
 okay  akay ,patient
points,patient
 what raises,patient
 looks,patient
 oh  wow touches,patient
 ges,patient
 ges,patient
points,patient
ges,patient
uh laughs points,patient
 raises,patient
eh points,patient
no head,patient
points,patient
I know I  points,patient
 frowns pounds,patient
 points,patient
 points,patient
walking ges,patient
groans I know hits,patient
yes ,patient
okay INV,patient
hits,patient
I know ,patient
yeah  okay ,patient
okay ,patient
uh woman ,patient
no ,patient
eh g ah points,patient
 uh damn ,patient
okay ,patient
man points,patient
uh ges,patient
um ges,patient
I don't know ,patient
um points,patient
yes looks,patient
um points,patient
 oh_no  hand,patient
okay ,patient
points,patient
no  no  no  no head,patient
points,patient
 he hey hey hand,patient
ges,patient
points,patient
and points,patient
ges,patient
eh points,patient
damn pounds,patient
points,patient
no ,patient
points,patient
ges,patient
I  I don't know groans ges,patient
ah no hand,patient
yes ,patient
um uh the  woman is  trapped ,patient
and  um  a points the man is reaching  ges,patient
and um  the  man is ,patient
oh  the woman reaching ges,patient
and  um um  sighs pounds,patient
ges,patient
yeah  okay ,patient
yes ,patient
okay ,patient
oh,patient
hm,patient
wow um ,patient
mhm head,patient
okay shrugs ,patient
um  okay ,patient
um oh  y,patient
okay ,patient
uh yes head,patient
oh  yes mhm ,patient
mm mhm mhm head,patient
hm head,patient
hm okay laughs ,patient
o,patient
I don't know ,patient
yeah  taps,patient
laughs okay ,patient
oh  yeah okay ,patient
okay ,patient
okay ,patient
um  okay ,patient
woman and two ges,patient
and man hand,patient
 hello ,patient
 hello hand,patient
and sighs  um  killa ,patient
I don't know ,patient
I don't know ,patient
ah ges,patient
I know points,patient
yes  laughs ,patient
 um okay  the and yes yes taps,patient
 okay ,patient
 yes  sɪdou ,patient
oh  woman ,patient
 no ,patient
 points no no ,patient
 what ,patient
 I  I  I don't know shrugs ,patient
okay ,patient
uh woman hand,patient
no head,patient
um  woman ,patient
and um okay ges,patient
 I don't know shrugs ,patient
 I know sighs ,patient
two ges,patient
um  I  I don't know shrugs ,patient
um I know hand,patient
I know ,patient
um taps,patient
eh two ges,patient
 what ges,patient
 hand,patient
 raises,patient
um um ges,patient
um two ges,patient
okay  one ges,patient
and  and  um  uh ges,patient
sighs taps,patient
um  I don't know ,patient
I know  I know ,patient
grabs,patient
um oh ges,patient
 oh  oh  oh  okay looks,patient
 yes ,patient
ges,patient
um sings ges,patient
um yes raises,patient
um um w uh  h  castle ges,patient
and um  sighs  oh  I don't know ,patient
uh  okay ,patient
 ges,patient
sings ges,patient
uh man  w man  um ,patient
oh  damn ,patient
 took  um  okay sings ,patient
I don't know ,patient
and um uh yes  yes  yes woman and w man ,patient
sings hand,patient
 ges,patient
 ah okay  be hand,patient
yes  eh woman  woman ,patient
 no  no  no  no hand,patient
yes  and um  okay ,patient
 what  what shrugs ,patient
um  I know ,patient
and  okay ,patient
man ,patient
and ges,patient
yes ges,patient
I know yes ,patient
um  s ts sue ,patient
yes laughs ,patient
I know ,patient
yes ges,patient
uh shoe ges,patient
uh man and ,patient
 I know  fist,patient
walking ges,patient
um knocks imit,patient
 yes  you points you ,patient
 you and h w uh woman and shoe ges,patient
yes  yes head,patient
 uh you points uh woman ,patient
ges,patient
 no hand,patient
 and ges,patient
ges,patient
 okay head,patient
I don't know ,patient
 no  points,patient
